x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
46,0,33794,1,10,0,0,0,0,0,0,0,10,0,0
45,0,178215,10,5,0,6,4,0,1,0,0,40,0,1
17,2,191910,5,7,1,4,2,0,0,0,0,20,0,0
35,0,340110,2,13,0,2,0,0,0,0,1848,70,0,1
48,1,133694,2,13,5,2,1,1,0,0,0,40,11,1
49,0,148398,0,9,2,6,1,1,1,0,0,40,0,0
20,0,133515,1,10,1,4,5,0,1,0,0,40,0,0
27,0,181667,0,9,0,6,0,0,0,5013,0,46,5,0
64,0,159715,1,10,0,1,0,0,0,0,0,20,0,0
53,6,174040,1,10,3,1,1,1,0,0,0,40,0,0
52,0,117700,0,9,2,3,1,0,1,0,0,40,0,0
29,0,37215,0,9,0,1,0,0,0,0,0,55,0,0
32,5,46807,0,9,0,1,0,0,0,99999,0,40,0,1
48,1,317360,2,13,0,0,4,0,1,0,0,20,0,1
30,0,425627,1,10,1,1,5,0,0,0,0,40,1,0
34,0,82623,0,9,0,5,0,0,0,0,0,20,0,0
19,3,63574,1,10,1,7,2,0,0,0,0,50,0,0
39,0,140854,0,9,1,0,1,0,0,0,0,50,0,0
28,0,185061,5,7,1,9,5,0,0,0,0,40,0,0
17,0,160118,11,8,1,4,1,0,1,0,0,10,2,0
54,0,282680,2,13,1,0,1,0,1,0,0,50,0,0
24,0,137591,1,10,1,4,2,0,0,0,1762,40,0,0
25,0,198163,0,9,1,2,2,0,1,0,0,40,0,0
25,0,132749,5,7,2,5,3,0,1,0,0,12,0,0
48,2,31264,1,10,0,2,4,0,1,5178,0,40,0,1
24,0,399449,2,13,1,4,2,0,1,0,0,40,0,0
31,0,27494,1,10,0,4,0,2,0,0,0,50,21,0
47,0,368561,1,10,0,1,0,0,0,0,0,40,0,1
45,0,102096,2,13,0,2,0,0,0,0,0,40,2,1
19,0,406078,1,10,1,3,2,0,1,0,0,25,0,0
52,5,100506,1,10,0,4,0,0,0,15024,0,50,0,1
52,0,29658,0,9,0,3,0,0,0,0,0,40,0,0
19,3,20469,0,9,1,7,5,2,1,0,0,12,12,0
60,0,181953,0,9,0,8,0,0,0,0,0,28,0,0
43,0,304175,3,14,0,0,0,0,0,0,0,50,0,1
24,0,170070,6,12,2,5,2,0,1,0,0,30,0,0
20,3,193416,1,10,1,7,2,0,1,0,0,40,0,0
51,0,194908,0,9,1,3,1,0,1,0,0,40,0,0
38,1,357962,10,5,2,1,1,0,0,0,0,40,0,0
21,0,214716,1,10,1,3,2,0,1,0,0,10,0,0
40,5,207578,0,9,0,3,0,0,0,0,0,50,0,1
54,0,146409,1,10,4,2,3,0,1,0,0,40,0,0
35,0,341643,2,13,1,5,5,0,0,0,0,50,0,0
52,0,131631,5,7,3,6,3,1,0,0,0,40,0,0
53,0,88842,0,9,0,2,0,0,0,99999,0,40,0,1
56,3,128900,1,10,4,7,1,1,1,0,0,40,0,0
35,0,417136,0,9,2,1,3,1,0,0,0,40,0,0
43,1,336763,1,10,2,4,3,0,1,0,880,42,0,0
29,0,209301,2,13,0,1,0,0,0,0,0,40,5,0
29,0,120986,0,9,0,8,0,3,0,0,0,65,0,0
27,0,51025,0,9,1,5,1,0,1,0,0,40,0,0
58,0,218281,2,13,0,3,0,0,0,0,0,40,1,0
64,0,114994,0,9,0,9,0,0,0,0,0,18,0,0
53,0,335481,0,9,0,3,4,1,1,0,0,32,0,0
21,0,174503,0,9,1,3,1,0,1,0,0,30,0,0
40,1,230478,6,12,2,2,1,0,0,0,0,30,0,0
52,4,149650,12,16,0,0,0,0,0,0,0,40,23,1
38,0,149419,4,11,1,11,1,0,0,0,0,50,0,0
40,3,341539,1,10,2,7,1,0,1,0,0,30,0,0
39,0,185099,0,9,0,2,0,0,0,0,0,40,0,0
56,3,132930,3,14,1,7,1,0,1,0,0,50,0,1
68,0,128472,12,16,0,0,0,0,0,0,0,55,0,1
24,0,124971,0,9,1,4,1,0,0,0,0,38,0,0
40,5,344060,9,15,0,0,0,0,0,0,0,50,0,1
43,5,286750,9,15,0,0,0,1,0,0,0,99,0,1
38,0,296999,2,13,1,2,1,0,1,0,0,70,0,0
45,0,123681,0,9,0,4,0,0,0,0,0,40,0,1
18,0,232024,5,7,1,6,2,0,0,0,0,55,0,0
57,2,52267,3,14,0,2,0,0,0,0,0,50,0,1
49,0,119182,0,9,3,5,1,1,1,0,0,35,0,0
25,0,191230,1,10,1,2,2,0,1,0,0,40,36,0
52,6,23780,1,10,2,3,1,0,0,0,0,40,0,0
56,0,184553,7,6,2,1,1,0,0,0,0,56,0,0
26,5,242651,1,10,1,4,1,0,0,0,0,48,0,0
19,0,246226,0,9,1,1,1,0,1,0,0,40,0,0
25,5,86745,2,13,1,3,2,2,1,0,0,40,0,0
25,0,106889,0,9,0,3,4,0,1,0,0,30,0,0
21,0,460835,0,9,1,4,5,0,0,0,0,45,0,0
48,1,213140,8,4,0,1,0,0,0,0,0,40,14,0
33,4,37070,3,14,0,0,0,0,0,0,0,60,5,0
31,4,93589,0,9,2,12,2,4,0,0,0,40,0,0
26,1,213258,0,9,2,10,3,0,0,0,0,65,0,0
37,4,46814,2,13,1,0,1,0,0,0,0,38,0,0
29,3,168873,1,10,2,7,3,0,1,0,0,30,0,0
20,0,284737,1,10,1,5,2,0,0,0,0,20,0,0
28,0,309620,1,10,0,4,0,4,0,0,0,60,2,0
49,0,197418,0,9,4,3,3,0,1,0,0,20,0,0
73,3,132737,7,6,1,7,1,0,0,0,0,4,0,0
49,0,185041,3,14,0,2,0,0,0,0,1977,40,0,1
51,0,159604,1,10,0,0,4,0,1,0,0,40,0,1
40,0,123557,1,10,0,4,0,0,0,0,0,40,0,0
24,0,275421,4,11,1,6,2,0,1,0,0,40,0,0
18,0,167147,11,8,1,4,2,0,0,0,0,24,0,0
41,0,197583,7,6,0,8,0,1,0,0,0,40,0,1
46,0,175109,0,9,0,3,0,0,0,0,1485,40,0,1
46,0,117502,0,9,0,3,4,0,1,0,0,40,0,0
64,0,180401,7,6,0,8,0,0,0,0,0,40,0,1
50,1,146603,9,15,0,0,0,0,0,0,0,40,0,1
53,4,143822,3,14,0,0,0,0,0,0,0,36,0,1
21,0,51985,0,9,1,1,1,0,0,0,0,40,0,0
22,4,48121,1,10,0,5,0,0,0,0,0,25,0,0
37,0,234807,2,13,2,2,3,0,1,7430,0,45,0,1
39,6,65324,9,15,1,0,1,0,0,0,0,55,0,1
30,0,302149,2,13,0,4,0,2,0,0,0,40,8,0
25,0,168403,2,13,1,0,1,0,0,0,1741,40,0,0
26,0,159897,1,10,1,2,3,1,1,0,0,40,0,0
43,0,416338,2,13,1,4,1,0,0,0,0,50,0,0
59,0,370615,0,9,4,3,3,0,1,0,0,60,0,0
27,0,219371,0,9,5,3,3,0,1,0,0,40,11,0
55,0,120970,7,6,0,1,0,1,0,0,0,40,0,1
20,0,22966,1,10,1,5,2,0,0,0,0,12,5,0
25,0,34541,4,11,1,0,1,0,1,0,0,36,5,0
28,0,191027,6,12,3,5,1,0,0,0,0,40,0,0
29,0,107458,2,13,1,4,1,0,0,0,0,50,0,0
60,0,121832,5,7,0,4,0,0,0,0,0,40,0,1
37,2,233825,2,13,0,0,4,0,1,15024,0,50,0,1
25,0,73839,5,7,2,4,2,0,1,0,0,40,0,0
27,0,109165,1,10,0,1,0,0,0,0,0,60,0,0
50,4,103063,2,13,0,2,0,0,0,0,0,40,0,1
41,1,29762,1,10,0,10,0,0,0,5013,0,70,0,0
46,0,111979,8,4,0,1,0,0,0,0,0,47,0,0
35,0,150125,4,11,2,5,3,1,1,0,0,40,0,0
21,3,301853,1,10,1,7,2,0,0,0,0,40,0,0
35,3,296738,5,7,3,7,1,0,1,6849,0,60,0,0
40,0,118001,0,9,1,9,1,1,0,0,0,40,0,0
49,0,149337,2,13,0,2,0,0,0,0,0,40,0,1
29,0,36601,2,13,1,0,1,0,1,0,0,50,0,0
43,2,118600,2,13,2,0,3,0,1,0,625,40,0,0
39,0,279272,6,12,1,8,1,1,0,0,0,60,0,0
35,0,181020,0,9,1,9,2,0,0,0,0,60,0,0
52,0,165998,1,10,0,6,0,0,0,0,0,40,0,0
25,0,218136,1,10,1,9,1,1,0,0,0,40,37,0
20,5,182200,0,9,1,6,2,0,1,0,0,30,0,0
46,0,39363,1,10,2,5,3,0,1,0,0,10,2,0
24,0,140001,2,13,1,2,1,0,0,0,0,40,0,0
29,0,193260,2,13,0,1,5,2,0,0,0,30,8,0
21,0,191243,1,10,1,5,2,0,0,0,0,40,0,0
37,6,207887,2,13,2,2,5,0,1,0,0,50,0,0
43,6,211450,0,9,1,3,2,0,0,0,0,40,0,0
19,0,184759,0,9,1,3,1,0,1,0,0,26,0,0
47,0,197836,0,9,0,4,0,0,0,0,0,45,0,0
61,0,232308,0,9,0,8,0,0,0,0,0,45,0,1
21,3,189888,6,12,1,7,1,0,0,0,0,55,0,0
35,0,301614,0,9,0,5,0,0,0,0,0,60,0,0
60,0,146674,7,6,0,9,0,1,0,0,0,40,0,0
27,0,225291,1,10,1,3,1,0,1,0,0,40,0,0
57,2,148509,2,13,0,0,0,2,0,0,0,35,8,0
56,0,136413,14,2,0,1,0,0,0,0,0,40,0,0
27,0,126060,0,9,1,2,1,0,1,0,0,40,0,0
47,0,73064,8,4,0,6,4,1,1,0,0,35,0,0
19,0,39026,0,9,1,5,1,0,0,0,0,30,0,0
28,1,33035,11,8,2,5,3,0,1,0,0,30,0,0
43,0,193494,7,6,0,3,0,0,0,0,0,40,0,0
63,2,147440,1,10,2,2,1,0,1,0,0,35,0,0
22,3,153131,1,10,1,7,2,0,0,0,0,40,0,0
25,0,64671,0,9,2,9,2,2,1,0,0,40,3,0
35,1,225399,0,9,1,6,2,0,0,8614,0,40,0,1
20,0,174391,0,9,1,9,2,0,1,0,0,40,0,0
48,0,377757,7,6,0,4,0,0,0,0,0,70,0,0
30,2,364310,2,13,1,0,1,1,1,0,0,40,4,0
31,0,110643,2,13,0,0,0,0,0,0,0,40,0,1
20,0,70240,0,9,1,4,2,2,1,0,0,24,3,0
57,4,32694,3,14,0,0,0,0,0,0,0,50,0,1
41,0,95047,4,11,0,3,4,0,1,7688,0,44,0,1
33,0,264936,0,9,2,3,5,0,1,0,0,40,0,0
27,0,367329,4,11,0,10,0,0,0,0,0,40,0,0
34,0,56026,0,9,0,10,0,0,0,0,0,60,0,1
22,0,186452,7,6,1,1,1,0,0,0,0,30,0,0
50,0,125417,6,12,0,2,4,1,1,0,0,40,0,1
40,1,242082,2,13,0,0,0,0,0,0,0,45,0,1
37,0,31023,0,9,0,1,0,0,0,0,0,51,0,0
40,3,397346,6,12,2,7,1,0,0,0,0,40,0,0
53,0,424079,3,14,0,2,0,0,0,15024,0,55,0,1
38,1,108947,1,10,0,6,0,0,0,7688,0,40,0,1
25,4,261979,0,9,1,0,1,0,0,0,0,40,0,0
51,0,55507,0,9,0,1,0,1,0,0,0,40,0,0
22,3,291407,11,8,1,7,2,1,0,0,0,40,0,0
18,0,353358,1,10,1,5,2,0,0,0,0,16,0,0
41,0,67339,5,7,0,9,0,0,0,7688,0,40,0,1
33,0,235109,0,9,1,3,3,0,1,0,0,40,0,0
33,0,208180,2,13,1,4,1,0,1,0,0,40,0,0
67,4,423561,1,10,0,8,0,0,0,0,0,40,0,0
47,1,145290,0,9,0,2,0,0,0,0,2415,50,0,1
24,0,403671,1,10,1,6,1,0,0,0,0,40,0,0
32,2,49325,8,4,0,5,0,0,0,0,0,40,0,0
29,0,370494,0,9,1,5,3,0,1,0,0,40,1,0
25,0,267012,4,11,1,4,1,0,0,0,0,45,0,0
33,0,191856,1,10,2,3,1,0,1,0,0,40,0,0
55,0,80445,2,13,0,1,0,0,0,0,0,40,0,0
31,0,379798,1,10,0,4,0,0,0,0,0,40,0,1
32,2,168387,3,14,0,0,0,0,0,0,0,50,0,0
18,0,301948,0,9,1,12,2,0,0,34095,0,3,0,0
36,0,274809,0,9,2,3,3,0,1,0,0,50,0,0
58,0,233193,0,9,4,3,1,0,1,0,0,27,0,0
34,0,299635,3,14,0,2,0,0,0,0,1902,50,0,1
19,0,236396,5,7,1,9,1,0,0,0,0,40,0,0
21,0,688355,0,9,1,3,3,1,1,0,0,40,0,0
36,5,37019,0,9,1,10,1,0,0,0,0,50,0,0
37,0,148015,2,13,0,0,4,1,1,15024,0,40,0,1
43,0,122975,0,9,0,6,4,1,1,0,0,21,32,0
52,4,349795,2,13,0,12,0,0,0,0,0,40,0,0
48,0,229846,4,11,2,5,1,0,1,0,0,40,2,0
43,0,108945,1,10,2,0,3,0,1,0,0,38,0,0
22,0,237498,0,9,1,5,2,0,0,0,0,40,0,0
57,0,188872,13,3,2,8,3,0,0,6497,0,40,0,0
37,0,324019,6,12,1,3,1,0,1,0,0,40,0,0
39,0,82488,1,10,2,4,3,2,1,0,0,38,0,0
54,0,206964,1,10,0,4,0,0,0,0,0,40,0,1
27,0,37088,6,12,1,5,1,0,0,0,0,40,0,0
21,0,152540,0,9,1,3,1,0,1,0,0,35,0,0
65,0,143554,1,10,3,3,1,0,1,0,0,38,0,0
30,0,126242,1,10,0,5,4,0,1,0,0,40,0,0
22,0,127185,10,5,1,6,1,0,1,0,0,40,0,0
26,0,164018,2,13,0,4,0,0,0,4064,0,50,0,0
25,0,210184,5,7,3,1,2,0,0,0,0,40,0,0
35,3,117528,4,11,0,7,4,0,1,0,0,40,0,1
47,0,124973,4,11,0,2,0,0,0,15024,0,50,0,1
23,0,182117,6,12,1,5,2,0,0,0,0,60,0,0
42,0,220049,0,9,0,4,0,1,0,0,0,40,0,1
39,1,247975,1,10,1,1,1,2,0,0,0,30,0,0
55,0,50164,12,16,0,2,0,0,0,0,0,60,0,1
24,4,123160,3,14,5,0,1,2,1,0,0,10,13,0
46,5,219962,2,13,0,6,0,0,0,7298,0,40,2,1
53,0,79324,0,9,0,1,0,0,0,0,0,40,0,1
44,0,129100,5,7,3,5,3,1,1,0,0,60,0,0
40,0,210275,0,9,3,8,3,1,1,0,0,40,0,0
48,0,189462,1,10,0,1,0,0,0,7688,0,40,0,1
26,0,171114,4,11,3,3,3,0,1,0,0,35,0,0
22,0,201799,0,9,1,4,2,0,1,0,0,40,0,0
35,3,200426,0,9,0,7,4,0,1,0,0,12,0,0
20,3,24395,1,10,1,7,3,0,1,0,0,20,0,0
43,0,191149,0,9,2,2,1,0,1,0,0,40,0,0
37,2,34173,0,9,0,5,4,0,1,0,0,25,0,0
30,0,350979,0,9,0,1,0,2,0,0,0,40,34,0
41,0,147314,0,9,0,4,0,3,0,0,0,50,0,0
38,0,136081,9,15,0,0,0,0,0,0,0,60,0,1
77,3,232894,10,5,0,7,0,1,0,0,0,40,0,0
42,1,373403,0,9,0,10,0,0,0,0,0,50,0,0
20,0,120601,0,9,1,8,2,1,0,0,0,40,0,0
36,0,130926,2,13,2,3,1,0,1,3674,0,40,0,0
32,6,72338,4,11,1,0,5,2,0,0,0,40,0,0
27,0,129624,2,13,0,2,0,0,0,0,0,40,0,1
25,4,328697,1,10,2,12,5,0,0,0,0,45,0,0
40,0,191196,3,14,1,2,1,0,0,0,0,40,0,0
18,3,191117,5,7,1,7,2,0,0,0,0,25,0,0
49,0,110243,2,13,0,2,0,0,0,0,0,45,0,1
17,0,181580,5,7,1,5,2,0,1,0,0,16,0,0
29,0,89030,0,9,1,4,3,0,1,0,0,40,0,0
47,0,345493,9,15,0,0,0,2,0,99999,0,55,21,1
24,1,277700,1,10,3,9,2,0,0,0,0,45,0,0
58,3,198478,8,4,0,7,0,0,0,0,0,24,0,0
29,0,250679,0,9,1,1,1,0,0,0,0,40,0,0
45,0,168837,1,10,0,3,4,0,1,0,0,24,5,1
30,0,142675,11,8,0,1,0,0,0,0,0,50,0,0
19,0,299050,1,10,1,3,2,0,0,0,0,20,0,0
59,0,107833,7,6,0,8,0,0,0,0,1485,40,0,1
47,0,121958,8,4,5,5,3,0,1,0,0,30,0,0
41,0,282948,1,10,0,11,0,1,0,3137,0,40,0,0
28,0,176683,6,12,1,0,2,0,0,0,0,40,27,0
46,0,34377,6,12,0,1,0,0,0,0,0,40,0,1
40,1,209833,1,10,0,1,0,0,0,0,0,60,0,0
66,4,41506,7,6,2,5,1,1,1,0,0,40,0,0
30,2,125159,2,13,1,0,1,1,0,14084,0,45,2,1
44,1,147206,1,10,1,1,2,0,0,0,0,12,0,0
58,1,93664,0,9,0,2,0,0,0,15024,0,60,0,1
21,0,315065,8,4,1,5,5,0,0,0,0,48,1,0
59,0,381851,10,5,4,5,3,1,1,0,0,40,0,0
35,2,185769,1,10,0,5,0,0,0,0,0,40,0,0
45,0,186272,10,5,0,3,0,1,0,5178,0,40,0,1
30,0,312667,0,9,0,8,0,0,0,0,0,40,0,0
33,0,343925,0,9,1,9,1,1,0,0,0,40,11,0
26,0,195994,1,10,1,4,1,0,1,0,0,15,0,0
48,0,398843,1,10,3,4,3,1,1,0,0,35,0,0
31,0,73514,0,9,1,4,2,2,1,0,0,40,0,0
36,0,288049,0,9,0,2,0,0,0,0,0,45,0,0
48,0,54759,0,9,2,0,3,0,1,0,0,38,0,0
30,0,155343,0,9,0,1,0,0,0,5013,0,40,0,0
33,0,401104,0,9,0,9,0,0,0,0,0,50,0,1
19,3,124884,10,5,1,7,1,0,1,0,0,25,0,0
37,2,287306,6,12,0,0,4,1,1,99999,0,40,2,1
53,0,113995,2,13,0,2,0,0,0,0,0,45,0,1
18,0,146378,1,10,1,5,2,0,1,0,0,40,2,0
38,0,111499,1,10,0,8,0,0,0,7298,0,50,0,1
34,0,34374,1,10,1,5,1,0,0,0,0,50,0,0
45,0,162187,2,13,0,4,0,0,0,0,0,52,0,1
33,2,147654,4,11,0,0,0,0,0,0,0,60,0,0
35,0,182467,4,11,0,1,4,0,1,0,0,44,0,0
22,0,183970,0,9,1,9,2,1,0,0,0,40,0,0
35,0,332588,0,9,2,5,3,0,1,0,0,30,0,0
45,0,26781,0,9,0,0,0,3,0,0,0,8,0,0
17,0,48610,5,7,1,10,2,0,0,0,0,45,0,0
50,0,162632,0,9,0,2,0,0,0,0,0,45,0,0
38,2,91711,2,13,0,0,0,0,0,0,0,50,0,1
33,0,198003,1,10,0,1,0,0,0,7298,0,50,0,1
46,0,179048,0,9,0,4,0,0,0,0,0,35,2,0
25,0,262778,2,13,1,4,1,0,1,6849,0,50,0,0
64,0,102470,0,9,0,1,0,0,0,0,0,40,0,0
62,1,123170,1,10,0,2,0,0,0,0,0,10,0,0
32,0,164243,0,9,0,11,0,0,0,0,0,60,0,1
17,0,262511,5,7,1,4,2,0,0,0,0,20,0,0
61,0,51170,0,9,0,1,0,0,0,0,0,55,0,0
40,4,91949,12,16,1,0,1,1,1,0,0,40,0,0
21,0,123727,0,9,1,2,5,0,1,0,0,40,0,0
39,0,173175,2,13,0,2,0,0,0,15024,0,50,0,1
35,1,120301,1,10,0,2,0,0,0,0,0,45,0,0
29,0,250967,4,11,0,0,0,0,0,0,0,40,0,0
27,6,285432,6,12,1,8,1,1,0,0,0,40,0,0
20,0,36235,6,12,1,3,1,0,1,0,0,40,0,0
34,3,317219,1,10,0,7,4,0,1,0,0,20,0,1
51,2,110965,3,14,1,0,2,0,0,0,0,40,0,0
45,0,123283,0,9,3,6,3,1,1,0,0,15,0,0
20,3,249087,1,10,1,7,2,0,1,0,0,40,0,0
31,0,152940,1,10,0,1,0,0,0,0,0,40,0,0
29,0,376680,0,9,1,11,2,1,0,0,0,40,0,0
56,0,231232,2,13,0,3,0,0,0,0,0,30,5,0
55,1,168625,1,10,2,11,1,0,1,0,0,12,0,1
26,0,33939,1,10,1,11,2,0,0,0,0,20,0,0
46,0,155659,1,10,0,1,0,0,0,15024,0,45,0,1
32,2,190228,0,9,0,5,0,0,0,0,0,40,0,0
28,0,216178,0,9,0,4,0,0,0,0,0,40,0,0
27,0,587310,8,4,1,5,5,0,0,0,0,35,17,0
23,0,155919,10,5,5,1,1,0,0,0,0,40,1,0
59,0,227386,7,6,0,1,0,0,0,0,0,40,0,0
26,0,138152,11,8,1,1,5,4,0,0,0,48,17,0
36,0,167482,7,6,1,9,1,0,0,0,0,40,0,0
18,0,57957,0,9,1,4,2,0,1,0,0,15,0,0
33,0,157747,10,5,2,9,1,0,0,0,0,70,0,0
60,1,88570,4,11,0,8,4,0,1,0,0,15,4,1
40,0,273308,0,9,2,6,3,0,1,0,0,48,1,0
48,0,216292,0,9,0,10,0,0,0,0,0,43,0,0
27,1,131298,7,6,0,1,0,0,0,0,0,48,0,0
19,0,386378,1,10,1,5,2,0,0,0,0,20,0,0
38,0,179668,2,13,0,0,0,0,0,0,0,50,0,1
26,0,210812,1,10,2,1,1,0,0,0,0,43,0,0
45,6,311671,4,11,0,12,0,0,0,3908,0,40,0,0
20,0,215247,1,10,1,3,2,0,1,0,0,20,0,0
32,6,125856,0,9,2,1,3,0,0,0,0,40,0,0
22,0,74631,1,10,1,9,2,0,1,0,0,13,0,0
22,0,24008,0,9,1,3,1,0,0,0,0,40,0,0
38,4,354591,0,9,1,5,3,1,1,114,0,38,0,0
34,0,155343,0,9,0,1,0,0,0,0,1848,50,0,1
46,0,308334,14,2,4,5,3,4,1,0,0,30,1,0
39,0,245361,2,13,2,2,1,0,1,0,0,25,0,0
79,1,158319,0,9,4,5,1,0,1,0,0,24,0,0
60,3,204486,2,13,0,7,0,0,0,0,0,8,0,1
24,0,314823,0,9,1,4,2,0,0,0,0,40,15,0
31,0,211334,1,10,0,1,0,0,0,2407,0,65,0,0
37,1,73199,2,13,0,4,0,2,0,3137,0,77,16,0
23,0,126550,0,9,1,1,5,0,0,0,0,40,0,0
31,0,260782,1,10,0,8,0,0,0,0,1579,45,7,0
29,0,114224,2,13,0,0,0,0,0,0,0,40,0,1
22,4,64292,2,13,1,0,2,0,1,0,0,43,0,0
69,3,628797,1,10,4,7,1,0,1,0,0,20,0,0
55,2,219775,0,9,2,5,3,0,1,0,0,38,0,0
43,0,212894,0,9,2,1,5,0,0,0,0,40,0,0
23,0,260019,8,4,1,10,3,4,0,0,0,36,1,0
29,0,228075,0,9,1,3,3,0,0,0,0,35,1,0
22,0,239806,4,11,1,5,5,0,1,0,0,40,1,0
22,0,324637,1,10,1,4,1,0,0,0,0,42,0,0
25,0,163620,0,9,0,2,0,0,0,7298,0,84,0,1
29,0,194200,1,10,1,6,2,0,0,0,0,45,0,0
25,4,129200,1,10,1,8,1,1,0,0,0,40,0,0
33,6,207172,0,9,1,2,1,0,1,0,0,40,0,0
33,0,135312,2,13,1,0,1,0,0,0,0,40,0,1
31,0,100734,12,16,1,0,1,0,1,0,0,28,0,0
30,2,226443,3,14,0,0,0,0,0,0,1887,45,0,1
55,0,110871,2,13,0,4,0,0,0,0,0,40,0,0
36,0,192704,11,8,1,2,1,0,0,4650,0,50,0,0
47,3,224108,0,9,4,7,3,0,1,0,0,40,0,0
28,0,78870,2,13,1,4,1,0,0,8614,0,40,0,1
42,0,107762,3,14,0,0,0,0,0,0,0,40,0,1
51,0,183611,6,12,2,2,3,0,0,0,0,55,4,0
62,2,249078,2,13,2,0,1,1,1,0,0,40,0,0
65,5,208452,1,10,0,4,0,0,0,0,0,35,0,1
23,0,302195,2,13,0,0,0,0,0,0,0,40,0,0
60,3,199947,0,9,0,7,0,0,0,0,0,32,0,0
47,0,379118,8,4,0,1,0,1,0,0,0,60,0,1
50,5,174855,0,9,2,2,3,0,1,0,0,40,0,0
70,3,173736,2,13,0,7,0,0,0,0,0,6,0,0
32,1,39369,2,13,0,1,0,0,0,0,0,40,0,0
37,6,196348,1,10,0,6,0,0,0,0,0,40,0,0
31,0,340917,0,9,1,1,3,0,0,14344,0,40,0,1
76,0,97077,7,6,4,4,3,1,1,0,0,12,0,0
54,0,200098,2,13,2,4,1,1,1,0,0,60,0,0
32,6,127651,2,13,0,0,0,0,0,0,0,40,0,1
31,0,315128,1,10,1,3,1,0,1,0,0,52,0,0
31,6,206823,2,13,2,12,1,0,0,0,0,50,0,1
65,1,316093,9,15,2,0,1,0,0,0,1668,40,0,0
30,0,112115,0,9,0,6,0,0,0,0,0,60,30,1
63,3,203821,0,9,0,7,0,0,0,0,0,40,0,0
21,0,250051,1,10,1,0,2,0,1,0,0,10,0,0
40,6,298635,3,14,0,11,0,2,0,0,1902,40,3,1
26,4,109193,1,10,1,1,1,0,1,0,0,40,0,0
18,0,130849,5,7,1,5,2,0,1,0,0,8,0,0
34,2,43959,0,9,0,5,0,0,0,0,0,50,0,0
66,2,222810,1,10,2,5,5,0,1,7896,0,40,2,1
44,1,27242,1,10,1,10,2,0,0,0,0,60,0,0
30,0,53158,6,12,1,11,1,0,1,0,0,40,0,0
36,1,206520,2,13,1,1,2,0,0,0,0,40,0,0
31,0,164190,1,10,0,0,0,0,0,0,0,50,0,1
22,0,287988,1,10,1,4,1,0,0,0,0,20,0,0
28,3,200819,8,4,2,7,2,0,0,0,0,84,0,0
23,0,83891,0,9,1,4,2,2,0,0,0,40,0,0
49,0,65087,3,14,0,2,0,0,0,15024,0,50,0,1
39,1,363418,2,13,3,1,2,0,0,0,0,35,0,0
67,3,182378,2,13,0,7,0,0,0,9386,0,60,0,1
19,0,278870,1,10,1,9,2,0,0,0,0,16,0,0
30,0,174789,6,12,0,2,0,0,0,0,1848,50,0,1
25,0,228608,1,10,1,1,5,2,1,0,0,40,33,0
24,0,184400,0,9,1,8,2,2,0,0,0,30,2,0
46,0,263568,0,9,0,6,0,0,0,0,0,40,0,0
37,0,117381,3,14,0,0,0,0,0,0,0,45,0,0
41,6,83411,0,9,0,5,0,0,0,0,0,40,0,0
40,1,49156,1,10,0,0,0,0,0,0,0,20,0,0
44,0,421449,0,9,2,3,3,0,1,0,0,40,0,0
32,0,238944,0,9,0,6,0,0,0,0,0,40,0,0
58,0,188982,0,9,0,9,0,1,0,0,0,20,0,1
48,0,175925,0,9,0,6,0,0,0,0,0,48,0,0
34,0,164190,2,13,0,2,0,0,0,0,0,40,0,0
29,0,232914,4,11,1,3,2,1,1,0,0,40,0,0
46,5,120121,2,13,0,4,0,0,0,0,0,50,0,1
36,2,180805,0,9,1,8,1,2,0,0,0,40,0,0
59,2,161944,2,13,1,3,1,0,0,0,0,38,0,0
29,0,319149,11,8,0,8,0,0,0,0,0,40,1,0
50,3,22428,3,14,1,7,1,0,0,0,0,40,0,0
25,0,290528,0,9,0,6,0,0,0,0,0,40,0,0
27,0,123984,6,12,1,5,1,2,1,0,0,35,3,0
48,0,34186,0,9,0,10,0,0,0,0,0,70,0,0
51,6,282680,12,16,1,0,1,0,1,0,1564,70,0,1
36,0,183892,0,9,2,8,1,0,0,8614,0,45,0,1
42,2,195124,5,7,2,4,3,0,0,7430,0,50,6,1
49,4,55938,2,13,0,3,0,0,0,0,0,40,0,1
33,0,209900,1,10,1,11,2,0,0,0,0,20,0,0
40,0,179717,2,13,2,4,1,0,0,0,1564,60,0,1
26,0,150361,2,13,1,0,1,0,1,0,0,40,0,0
69,3,164102,0,9,2,7,1,0,1,0,0,40,0,1
59,0,252714,0,9,0,6,0,0,0,0,0,30,14,0
30,0,205204,0,9,1,3,2,0,1,0,0,40,0,0
31,2,168906,6,12,0,3,4,0,1,0,0,35,0,0
30,0,112115,2,13,0,2,0,0,0,0,0,50,0,1
27,0,116531,2,13,1,2,1,0,1,0,0,40,0,0
20,3,202994,1,10,1,7,2,0,1,0,0,16,0,0
56,0,191917,6,12,2,3,3,0,1,4101,0,40,0,0
24,0,341294,0,9,0,6,0,0,0,0,0,40,0,0
47,0,216734,2,13,2,4,3,0,1,0,0,50,0,0
51,0,182187,2,13,1,0,1,1,0,0,0,35,0,0
34,0,424988,0,9,0,1,0,0,0,0,0,45,0,0
47,0,379118,0,9,2,5,3,1,0,0,0,9,0,0
