sum0,sum1
923566,698706
-532330,674605
488838,-86520
-986792,-299240
-188908,769779
370798,405758
-26538,500340
657793,-112352
937794,-373915
837868,-280718
547728,463216
858055,-931142
-743158,-504920
674936,724957
535073,-721446
443081,-531632
588961,-394859
-40628,299216
-756564,-709701
-232498,329727
39691,917202
-393975,-942633
-572333,622167
445573,67203
954934,881757
-342746,-366285
-948713,616302
395690,-767943
-963196,486710
596781,-247859
643087,349642
-741547,-128783
-954583,-148672
-464688,-417983
-928639,-222290
566575,-37624
-327368,573347
-121275,75636
44033,-578004
876314,804592
980451,-487344
-851831,-447483
586566,-171581
754114,156730
691664,870294
906922,288991
393908,-605863
-127783,-328929
901177,-118939
195670,46550
471286,813571
454067,-591929
394881,948663
357952,180864
-707678,965967
-145729,759000
-536443,507163
-688322,-747276
-362753,226025
906069,-159021
539892,-833926
-468802,-590056
-899527,-356168
-439326,-319109
-18722,277836
892770,-791639
-35120,173235
-19951,-580157
-399262,729201
-947925,-382275
832805,427733
-464837,120331
735995,795818
729723,217379
-549466,-414606
-550093,-214435
-314392,723766
-921626,-147435
536191,-672919
369314,-52060
521188,513009
-924689,-481842
859932,121234
-656663,782523
-706258,-589707
38182,376510
-786504,928045
-977783,-663996
710542,-239923
379830,-74502
180779,311359
205057,-237710
313183,-326061
-164630,798577
73633,353290
-281829,823355
-333448,-533196
726635,-224174
525294,-394390
-217300,140979
-452707,432517
-691883,538942
518174,-199091
765709,-791547
734699,135642
-263752,-440063
140293,673711
926872,595832
-317139,430961
-874029,-660136
-993342,-290745
917813,-615033
558403,902984
-660799,-843483
-744735,579916
-859040,13441
913627,-923444
533065,-176307
470914,-369482
-235970,-108870
-538564,-16326
101568,-227960
-335466,963575
-677447,-867435
369353,586932
956369,36259
336686,920146
372415,619131
-823917,-702318
360176,719321
-620996,741
-592232,-526735
500865,-448754
-610580,-418894
-845307,67736
-556542,449589
-5921,-965029
69894,999702
-152055,-328449
-582417,595525
632940,-205037
169240,264224
404221,-378458
878020,847864
-114796,-521505
634998,723971
-898461,689230
-940999,220877
806534,-267463
-48837,288192
-210307,195012
-571991,-179587
918527,160957
-611473,-650951
621978,-42094
-735896,-589298
247804,627329
652529,2880
154836,-989209
435000,223371
371588,748071
56826,356562
-965901,724729
94097,-310950
849557,602812
-557190,499195
-690408,128806
-608098,-141699
313617,-995252
517399,-616209
-652246,714178
-228595,-68282
-588873,-829610
-342689,147735
996013,-770573
-375943,972659
-824545,-628185
425861,742666
-315710,-213465
239588,857877
610783,-80579
186869,-854994
-152600,195347
896013,-837198
-268510,-951256
-759606,361012
-575577,-243543
267837,-943955
633352,-778930
-668643,444755
596581,-935291
-186638,310749
-512492,-512367
-984814,-698576
-135467,-121317
428174,-977936
-660023,-659620
-63807,863696
483560,557087
348022,729671
249739,885881
-212833,-476019
90874,-754299
-248394,378640
506248,711339
829953,-480781
-313373,285228
-131615,-920393
-511709,-212499
248845,-860955
-531654,949762
-311518,-99608
-457961,899138
626257,973641
-116524,160354
698973,997958
49971,209020
19341,-668977
-743609,-697354
-644348,-80231
-3778,91305
532881,320067
500339,-966589
-549502,890587
20833,680311
188416,-175948
-523783,839922
425022,102555
-872221,901096
-36408,-613615
38661,-690076
-578099,235125
-829581,545190
854641,-861451
-799621,-868649
449156,913136
998680,-441592
597225,-28074
657019,686193
442669,-55115
197990,-837225
-83908,965951
-793690,-930769
46107,-264680
672262,-194144
458245,807641
104197,-454714
516135,-199975
-132108,-621026
-803422,-600563
-793754,153722
-840756,-138480
698754,926396
-536695,-832939
-675796,-636113
683572,572060
68042,-13358
270142,847272
-128335,323327
385112,935114
452119,-640517
-854721,529436
-670556,498603
119458,-987381
798406,-102045
-567120,179633
499271,-261829
-57441,-76396
204153,791057
-892517,233926
-709932,264466
-419984,24765
-343231,-28894
-971183,-824825
196242,867175
-208920,663868
425197,-523701
-752483,258578
-228363,-876113
-180838,-58837
160320,972895
-910690,-938493
-680242,-184333
-330806,483826
912501,867900
-490863,507935
-724976,13257
-636792,942855
-430981,210009
473426,-836813
85685,756506
594886,-907269
255871,-206974
-113645,8556
52317,130315
-390852,-995954
-786872,765673
-459704,-930032
166070,897637
-224488,50283
746732,-618992
597007,169780
-615885,-928647
-692995,569901
-830006,368771
-227385,887265
-752613,-438583
-264950,-751739
410170,-550056
-740420,-685012
-684670,444977
114733,128292
651379,-416280
470866,301652
997807,802094
-944227,-64010
-137537,-724924
204099,876180
592923,226685
-283594,694852
132863,82245
330909,-472879
213484,-971662
510823,93190
300331,990042
521781,110090
607782,-203247
-157751,-668081
29818,263184
406017,593018
279350,826980
859353,-609995
108073,-700014
392960,-155140
812743,593512
-788098,-245735
-535174,-646988
-265792,58331
-499090,-633203
-316611,-80222
-240494,-195316
43914,-151311
615063,244606
88428,-917681
541779,-267735
755900,-296180
168502,-205328
6867,666461
-102523,-413502
505241,98873
340525,468575
890655,-189327
-283261,25742
-571167,705448
-411810,-223597
623880,-52388
787809,-563678
375900,41927
-681519,-30858
-122621,-135480
631664,202572
720956,-608397
-120444,673299
511435,-775788
-874431,-296838
913682,-972472
-195157,536098
-983273,-583839
847756,-790472
451357,-84376
-396736,683426
-738737,-844692
-254062,-405781
36472,914353
152105,551349
145427,982011
825275,-897102
627798,-442045
157916,341994
690754,154153
-438949,-299377
-687235,939364
18172,-580996
-214930,-849600
-79153,618145
-634000,-896467
-566655,846486
-429539,-942285
-6854,505306
103196,-930338
-712890,-764121
-866850,592080
-163327,716515
127011,-665864
629647,147804
-642074,-475492
-572953,-561225
-119885,609587
-274645,181307
-389367,888827
6505,-34951
743840,-305042
-215142,-759147
259388,-696921
-87977,800497
-578375,-542889
-453009,-41967
-647658,330280
-367629,981463
243023,-581342
-911270,-756556
768039,288228
701668,-423812
-230162,-655423
795426,-609268
-352429,-606442
992449,-962402
-249761,-299059
-221891,-997198
725279,-560516
-17507,796592
-646580,-505237
698582,-84810
-816405,202525
489519,-313175
-661257,-108386
-254415,91164
42108,758702
-138052,-938957
-942097,120167
-982822,-639582
-632581,-170788
-946413,472896
458903,-87566
-62558,347918
230783,934411
-861325,487493
-220862,-203237
324935,-689319
-214885,97901
-728436,-601109
-85360,76571
483558,-684231
-324209,786527
78617,254600
-337235,-72054
-901690,-616493
-788218,788127
-399389,203021
71534,-875175
146418,306639
-963683,295653
-288463,-100114
400263,240964
-778496,-954943
-501636,41859
854542,-207663
-298247,-322555
-445805,955899
638784,-336067
-906050,98683
-684635,103635
-288245,-951820
-890926,48827
-495003,-463277
-675391,760693
-705522,115010
530679,484656
752055,234041
581596,-896931
-686992,-889855
993855,-288314
473262,-487390
682175,-255057
530944,261827
51344,-506891
-299691,7658
407665,812777
956516,4914
73614,758741
529772,-561384
-367809,-523072
-82417,-529378
685939,434575
977424,583659
-63012,20118
847423,-134515
456081,669531
-2408,-111608
488895,-576321
949006,-782627
-9554,-995790
-570924,-622089
352872,869398
-688431,-574874
-952952,-509187
94958,321525
550189,-757003
635355,484014
770869,122318
-164640,937723
875419,-593248
385106,185163
482744,344495
613026,-642494
-569090,-593139
885106,-852967
-195427,34621
707073,-346509
821347,-759122
725893,-138690
-665826,-343818
-665089,-362514
58637,-978780
-337114,-561147
427741,903251
939628,181756
156148,-311217
217034,-732187
-593527,-92358
736060,-797928
234064,-587046
-595836,966762
-20419,-421344
-562120,-955439
457852,-196623
-247015,-426044
291087,-695263
-260557,11652
580893,909153
-690335,-31577
594722,-10259
491058,698050
-487563,247354
-233308,-598767
155259,773047
-308826,-680670
-185652,529377
685298,-261378
-58068,-189312
20283,-790945
-576262,-2251
919672,569748
299001,92773
349522,643965
202415,-799777
521230,883320
-877461,-46807
990524,-279744
837253,-721389
713259,-229116
762145,-892829
-570156,-307028
-414736,709405
561562,-869893
239030,433032
383095,141831
-253105,331313
-325812,535002
-445151,796502
329440,35188
9531,-150843
41786,72344
-462874,-27724
189148,-900012
895904,442771
-958792,-817404
-228858,951935
-482019,-358745
994436,171211
378517,660970
-170737,-982579
-873663,532443
429859,-737167
-488705,-296218
312639,808959
-620163,-452109
-537958,353880
815760,-527741
-653951,-938513
458726,514527
-745766,-986560
-453393,45368
-861163,123002
-443453,148217
-508563,-46876
-784295,-87550
109947,810757
-952255,31449
-874134,996241
712911,944430
591874,295478
845728,-295458
-626237,-285953
-90189,266312
-509693,-583878
77194,71520
-713442,178537
293062,254846
670852,128438
696503,316526
-706077,895700
-936738,628847
34305,-288016
-315588,88616
913121,550675
455016,188325
792302,-927327
378361,-474079
125711,-814011
188790,-208027
40740,5474
-641013,-501119
-173649,-898801
-235450,803951
11934,841666
26130,694465
-249684,-761379
574208,53622
60953,110609
286050,381569
962920,57090
281946,-353810
316499,-570754
-730891,829566
-69568,-525649
-556335,652423
162242,-177936
396320,461211
-212885,933746
-641215,-827611
-438278,78463
-874671,58477
536189,640643
330119,-801381
-303069,374701
-543952,826626
709648,-296157
351962,837202
577068,-473768
534876,811136
236761,-976645
149163,688614
772016,-596891
352270,-501301
196053,746418
-586984,-162062
-211456,-25792
961550,-783248
445406,-590621
-758707,929512
-168562,-232575
-184757,684206
183496,447803
826589,-172279
214674,-891026
-43293,266305
874366,-631848
-109796,10975
987614,471873
-727005,398758
273066,-466451
-543267,233006
972074,-766267
-569610,390216
-455911,-782934
724157,478636
930997,-293840
354267,-236989
719683,664503
778267,156251
-789625,-665467
319592,-402736
194689,-915431
462903,-141491
831802,-520490
-608086,917400
745878,993920
454225,-838603
435164,-638905
-191959,51443
-738129,-964501
826027,-611901
905125,-729196
493748,423230
202010,-517776
-93572,-625653
-703067,834957
-228985,-192636
742459,289339
59296,-938099
-504963,-946697
-798361,-292911
-142624,-327563
334568,-200630
780442,843798
-771762,416142
601652,-741992
71650,-909132
484917,129420
279285,-924402
171733,-471869
-619721,-969775
631646,-126691
-470418,-513258
-892943,-88497
987129,-793168
173736,-621046
664429,-644838
-818763,-833324
-434613,408162
786233,-374286
953532,510239
529305,73028
-764581,827042
-761351,-389307
-833261,572870
145941,9413
-436252,-228964
-389698,718618
987454,828008
-648719,477313
-243541,-538166
-48695,144960
26200,-758102
-45606,-920
491620,-342801
6472,343033
-412254,-159994
-741766,851721
-751211,750394
764095,719451
79606,-91573
-550795,413626
338667,361673
804351,-963274
-785585,-211796
-394926,933698
-914909,202221
-369395,-318679
-845458,302036
-55038,982857
-841089,-894557
-281657,429500
-804426,-516987
249300,-153901
965870,676874
-96972,40428
-97941,125763
556067,-407727
846550,661604
-90856,845300
676329,221767
-895186,-162240
-201206,957505
658995,-281787
-410835,-422456
-135233,923846
-202343,391812
-475770,-188335
-770231,-874832
-301476,-342815
-974549,-452549
-854167,70578
795152,681583
927921,-443602
188604,-27093
-143013,586500
-403903,-18725
850650,156928
-72135,790500
439866,370616
723412,-493828
825990,-84050
61758,910638
655658,617002
-524658,-756517
-830246,586251
-187459,-680458
-770818,168347
-893275,-78250
-919119,-436748
-813914,-167224
468796,297963
-711467,994914
-742932,514284
-657315,-238285
319987,993924
-146855,-247502
755976,-832488
510668,-338258
128808,680509
619062,-675007
-466224,-448491
513829,510428
638236,-738671
-345194,73950
-918142,8700
-663021,-578878
447784,945731
-993535,647709
753427,395262
773327,345001
-234543,664828
-901963,626840
435767,718424
-528445,955325
-475380,-560395
-66263,-554014
-989206,429502
165033,902527
-933346,-97826
774420,-188817
-445988,284440
95035,-796608
-585721,-54219
-639253,-106271
216543,970564
155626,-594169
216610,222587
-798341,78026
-202769,457281
-305838,236241
343092,497861
809522,431274
-318197,609795
-677155,859257
398262,-458999
224274,338416
942079,-112133
-397135,925318
-585708,583137
-705711,-410914
-309344,817770
411506,176868
-440195,569207
729904,-751526
840596,-152197
-890139,-355242
-203124,-963629
-719156,342156
31279,-782823
-28298,-920449
465476,936122
-186652,165455
-745849,955093
-720181,-924996
695777,-433353
743603,-905845
308660,-906709
590661,515421
274943,-72990
-501965,-868467
-31946,912014
-134686,890655
-604659,926645
746533,-701973
-813494,437591
213287,-72180
-556375,-176737
764877,-496355
-135431,942776
731687,809535
-495715,-823327
158988,-979902
249284,-332056
435919,126520
-102621,-279580
-913447,-498912
414001,-834421
-459171,-664066
780843,735594
-992899,493715
-353847,107533
948745,-335081
815001,411099
-433936,-438460
441274,715420
840221,633324
-509931,-719385
929018,663712
-571266,212151
-903930,257656
144072,229461
260327,7019
191210,-404173
-687277,412637
-225419,-748505
155379,140769
-982675,-18627
-47868,910520
-118379,979158
677038,-888425
-382526,20628
858966,297455
-797257,444532
-704919,441092
87991,-508330
934622,491741
750115,250932
726574,-487513
-979133,981651
-682524,-123585
534334,-420790
532426,-189949
-455891,896414
-792729,453223
-661025,-86754
-449066,841493
-539670,3223
918947,595920
-225122,-333751
809116,-788297
-564333,299972
-819232,923958
663267,349348
543248,-918201
966886,-919341
542245,-523944
625939,-85530
939951,744315
-485075,821122
-114601,404118
-981109,110452
-615382,-369958
563024,56607
-934262,933310
627848,-718267
113061,-906398
-708698,-930611
-104592,211245
770169,337764
-527093,556298
-796419,-640139
-646072,-655436
86824,-74135
252352,-514674
564892,97572
-941313,223235
-267878,-603619
-743046,848704
860578,401737
-422649,435337
-150922,236001
823437,421463
-38729,46768
942882,-351192
-167218,589967
944299,309703
236432,310193
-278742,-381586
477962,158888
-784255,326545
-86846,-224399
841781,462625
722289,974322
333047,388739
437251,-42996
727407,770365
-673783,11296
-719644,-362333
-785441,-45168
715895,-844439
-388460,-399252
178789,-733409
879493,-164962
-350994,-503843
862800,866101
750869,174610
867493,-609853
36273,407790
-800958,-142
-365285,86128
557729,-45883
-346666,775016
259615,384422
42735,177427
-699889,-570662
343861,859810
-612954,-255242
206839,478497
-204857,490803
-865123,723533
-650215,-683500
-788376,-589982
-885760,534348
555297,-843632
168923,615204
-721602,407117
-582276,-416704
977113,402817
436386,-304668
580237,353119
-168497,164860
658820,430936
-744237,-223389
673648,-682748
494016,-561683
-573696,-844092
-349789,104314
-527730,-882430
200684,821588
550145,-29698
-877161,242221
-557909,-513786
-849102,-430725
-690787,-838781
-997894,-68771
-576641,755958
801253,-665625
526297,-12977
-428630,-31669
-669131,695684
-693618,-680243
950053,149555
-871139,-885493
-518950,128404
-579125,-108759
145643,936238
632450,-417657
-314981,-162082
-107007,-8726
-222923,-582735
35057,499323
-786360,-394069
451833,-108150
636461,-173833
817892,-804453
581655,591442
894327,-473402
243062,789267
809462,-260811
798253,-367324
907334,176500
160828,-849387
127117,-358340
19413,882276
-28411,-311250
-640269,932841
564584,-762208
-931360,-701861
-931779,-26167
-975259,-202749
-694062,-934262
10295,-167694
-694085,27815
250415,-642728
-655555,-743701
46798,-155622
475415,-643752
704568,631497
779538,631643
287297,110737
658514,445631
893746,457878
703099,-25111
269228,-943808
-778612,133887
780752,-173242
470267,736832
-823149,-984310
-352551,109657
-429236,832735
-41999,192967
462082,-554425
579982,659745
401450,-49600
-459046,-479283
-341353,765981
845123,327970
-739824,-545000
385058,-590729
-35267,-337027
-24185,-776228
143315,-371663
-453403,922242
38028,-114249
-723193,-812492
862910,162210
195651,-611929
28871,512451
-589174,-970765
-875550,348890
-749314,-914165
834601,-934221
-346005,903483
255518,-213872
-229236,606760
-930168,435574
977415,906048
-379922,901558
43014,140242
-678655,178691
-348108,850589
-808017,-791122
-688482,-383182
-577390,443385
440655,476749
968123,623626
-980331,832813
22853,750388
641347,779166
-911192,631179
20608,-998224
-391696,-833162
851270,-444262
551180,-62266
-218140,-193454
-303249,482736
525625,511081
448166,-898716
567906,787673
-564667,-866019
942342,-992286
-150120,870444
567422,44638
348334,-577201
187966,408157
-336012,-984555
-853073,858912
624327,225403
-372928,-492089
-172840,509634
-136394,-483724
-867186,-194204
914695,476286
-994236,607173
814530,127348
-344889,307776
-423056,-570086
123049,92139
593660,471267
825480,931576
28967,870901
-542425,-449982
53287,-372881
337285,-981240
603319,-608041
806460,160839
-165370,31620
-814069,-60553
170018,-744160
-902959,240670
511731,-80752
611450,401293
-76597,-21636
390812,-804693
-297372,750881
505478,-944673
491975,-908819
218992,402645
687640,891689
127159,-663563
-575101,-197257
-966863,944637
-914588,276579
-518934,387248
-874898,948888
960427,845086
-233712,-583503
56928,-217201
-324600,846331
196520,213307
787474,823054
-170119,582181
-52540,-35336
-81471,7487
-312062,-661034
-916949,-624012
-937753,-90722
51285,164551
-538486,-458262
-807093,-882047
-958809,-100909
930184,-280936
457285,-464489
-134310,567729
-41453,-527200
916973,-346200
-852584,-288590
-604287,-305268
-189947,33377
101110,61184
814126,499899
-227966,904203
-675964,-283775
824461,-913141
208509,329207
237639,-957213
914588,-521510
686712,12953
344448,79207
-299088,-436421
510876,454433
-539595,146660
320782,578320
-230292,605435
354068,-646037
-268547,-991396
-535352,404125
212292,-943332
-876852,-611179
530564,745530
632246,707332
-823707,37788
-203329,-25898
513161,620838
687006,604441
-802400,230591
116905,673504
740423,-108051
935922,285787
333673,-423682
188668,302603
-780883,127451
774050,925473
815003,-970793
-874036,-514427
316987,-516640
829312,-691393
715641,-805265
388816,-286011
-252553,-204785
902932,-394071
-616482,262259
723683,-589316
-736638,-847615
-102457,-458177
-244502,104947
-812068,317352
-579102,-342072
285959,-433886
900358,-657645
-241630,-492573
968671,-414002
-308654,-287108
950396,-690511
-755883,693390
-531176,-801752
503212,-725698
-424122,671646
-537131,-800961
-926716,-657128
446647,925471
-946090,-31066
-835405,450658
501111,-820860
774264,-652620
-328514,-280504
958716,414329
-999377,492129
842811,-335537
-243230,-313560
780348,-754909
599246,-387507
-482995,518755
-233556,570108
955161,149704
-210286,910010
-283747,377155
-898734,-667943
-417275,61475
227204,-131109
320609,-660026
-282318,537683
-93986,-228372
-913370,-183680
-134952,875642
804195,-740267
-936191,607796
916825,931031
-630336,-487625
-521083,537873
592474,-789565
447535,241285
-48859,-113203
715738,997119
-859250,-710855
412283,567528
853742,384115
-165626,722323
836169,519658
-170538,14664
-111133,967721
870252,-111244
-623092,-641854
-509538,760937
477958,857584
228929,-483790
591947,305577
-21012,60752
-755263,990880
-295972,-555535
570667,408014
-354955,-612786
-17171,-31364
698408,-578620
381685,247199
745249,-932423
-444378,-533581
389584,-261057
-816366,413462
-944092,-836053
743802,466449
-54234,607651
-283874,512423
-570972,381831
-404750,856941
-95765,-93276
6872,75869
206548,678452
-22316,59982
243625,89182
89011,-814618
840837,-909108
954085,443279
-946743,337109
375726,713217
-893312,262729
210185,-48113
-420599,319911
-798994,190181
-18954,40083
836738,59473
-954246,614316
-924065,-105099
-305170,-528199
-640819,-407129
-426665,-859013
-158019,-788168
-58747,-915058
-231180,-224163
-485031,-122977
672132,-419394
693201,-839929
69919,-505422
-862211,-827856
-655617,376634
-597409,-273191
-286763,78645
-519859,450482
-168832,799238
430286,-174341
944346,416373
-633239,230369
-799174,-399641
965325,-475380
-146387,-994139
-951383,-908102
527546,860
512627,761053
590345,-717076
604236,832419
-281920,349684
-304931,804887
-199681,-510479
-691455,-888357
-802117,-66251
465307,-507084
-331245,671075
641379,891376
-552840,645541
-101635,931065
-638210,587945
696523,795487
818416,15486
-753379,-277851
-954088,-885664
147573,-262704
-410545,-978682
133581,-311706
-343312,-346110
970905,172352
937211,-590711
-746765,105045
353840,-187970
327993,570045
202899,-439532
-440681,-549887
-125151,-932046
389330,-943759
424966,-96440
-830238,493645
574912,100878
-435912,895960
-189688,99638
-203321,-465708
336397,867260
475275,-294304
-689675,596313
793475,-454888
-444230,878209
3311,645882
-215338,-627419
-174074,169031
-978962,-650815
38499,-17241
-80469,-178802
667332,-20208
500888,853177
-176039,-299531
530284,-929804
-824392,-722636
708446,-722455
455637,-649044
-367272,701592
481056,468284
-46638,493105
815483,-737968
168555,750086
-109834,-470177
103400,-27726
-803590,80098
-62327,-792187
96217,-368271
-187306,-200987
-44504,-361981
-248006,-948976
36460,611007
713384,274969
-300871,-875970
409551,-249141
-681983,-705971
-559869,-895634
-273936,784460
-298001,406564
504728,-533002
-275121,948902
-488913,329721
760380,-842432
125460,-359248
877179,100524
301468,-732186
728436,-234716
-594287,-22065
-737063,718543
359022,716555
-659994,638130
-499299,172277
201237,959571
-749487,-356353
-497127,-567263
-359686,438623
-884968,-175500
612818,-822133
-152721,-178178
149436,-906790
233586,113903
-292378,998302
-316348,956258
100549,582414
345846,496733
-238852,589807
491479,-160913
-835982,832301
918023,-7420
705155,-774383
393838,-259497
674436,-442883
526337,-686936
860047,310914
-765122,732660
486601,-880639
-347562,-60672
-428900,832185
463581,-48536
-744475,85658
-50682,-856491
287939,211171
-796356,712232
-795766,-434432
-264798,-354878
-238939,142182
-956849,109342
51088,616557
-827739,400834
-256428,-824395
-385861,-718960
-502960,989720
-173444,705641
131040,210044
-42034,-190038
-249134,773399
569279,721514
70059,620393
-473770,941981
-500680,-701776
54958,-168590
-642011,634718
-424752,-837549
445303,997196
-183768,95725
852536,448187
-988241,-161695
31803,-419806
-147717,93597
-942503,972686
-64280,134111
-845839,595692
555495,470762
-207461,77469
-965462,-834337
-854001,-270154
778901,-803511
790941,-754925
-355970,-979406
-297740,-286371
267820,-335856
363484,172118
707737,583079
-634568,-275298
-514463,43977
896319,640205
35579,903872
-772934,-783610
-529831,102906
-306295,-584137
-347211,335212
406376,992445
-279265,-411200
39795,714456
-42285,-53064
-55718,-934373
-298636,-875263
822523,-378229
-764940,-237090
447692,816354
203264,-247548
355003,488577
-626263,-170023
795670,-568484
-703362,-871692
-315110,255379
33105,706140
-962183,-450728
-777629,325056
445534,54514
-345313,761798
-782142,242194
296494,-484782
-195832,-38862
-1467,843396
-188190,308124
-745025,760599
736697,395740
-126166,-272333
-657955,-767848
-894567,-475443
226171,660466
756122,213289
-365777,-555737
624191,747074
483735,-43445
-469054,160980
826460,-316152
-467712,611316
392550,-594812
-753849,-213245
-642006,502657
-628840,275182
-912304,-478138
956552,744628
-774790,-852273
-477931,108747
-522335,-216554
183779,684934
379113,-335482
-400379,-781671
920261,991922
-809639,299759
24786,643932
-488566,-165601
-394686,980788
733781,-628246
-463628,-485242
-288575,-132153
242332,34587
740971,224096
-445031,-188396
640291,-317053
-61786,-539466
-876308,-805559
873707,-109533
544178,-385473
-748717,-895464
162665,350256
-383721,2328
-806367,466737
-487508,-658041
-243424,438871
369641,-14764
-839690,445576
881889,-949147
-750253,-971473
-989169,168418
-495032,-209695
-232940,835746
65564,-629535
195724,276687
-5673,302946
-631913,-108547
-100656,534775
-657318,-812857
955660,-202432
-311373,-897503
579355,296962
747325,-27329
491234,-208552
-731218,311951
-675298,-400929
706565,157054
510720,471162
-49836,405082
-65206,-758430
755156,-632493
413432,470123
710929,35351
-635294,265494
898319,-888260
-392022,211064
-421440,108573
658707,334891
251546,-496824
-952394,785667
-752771,343179
-668349,-121834
343867,-839491
-367500,345569
-818081,315370
-647695,675238
969786,799696
593101,-36270
153423,61583
-601231,839310
-365677,-494218
-720631,-512908
743096,708371
-263071,441762
827089,-118991
-271873,368167
-674022,425772
102112,-820867
660734,453894
197630,909828
439758,935497
739353,415560
-424227,545969
723520,9464
240672,-895938
-747002,785903
-515217,356150
-552320,-816230
-156056,-670316
-171610,904481
507132,-24697
54289,114919
436914,-756072
785577,430839
185759,472186
-476940,-52484
-399365,-110653
-297727,783379
-933871,871681
-675915,486445
562376,137447
206336,239600
-911278,484048
844015,437740
-492799,209872
-775864,-119743
-296749,-554071
-55073,487519
-542635,229834
-791380,-77440
-570039,-961560
-855716,-240295
-609864,610267
182383,-511091
-775199,440716
460309,604412
58587,408732
482012,-668434
-839299,120492
427706,462032
-382139,-214909
428643,573467
624792,903796
39977,617481
-921101,341888
442207,-149512
578896,855291
442889,356038
-658698,-588380
-220504,554283
402654,935833
-579716,231649
-184119,-645426
-25213,139340
-932986,-827877
979151,-596538
456094,-515889
593932,-689615
-489048,-981646
834311,790589
-703219,198504
-603151,986295
-717596,-463496
-58379,676444
825165,-698661
-168125,-201783
578168,-170381
-714802,255865
-356428,582156
-505668,-983467
-816903,115494
467774,344235
145364,405984
127224,217069
272296,725731
692601,696452
206196,276578
-233931,-279184
664232,-540609
-237382,222301
-481962,-610411
-192815,-808677
-29228,-927662
14258,-239600
-305184,180492
269460,-904758
-377089,125260
-70629,570333
3168,-898770
459827,532270
-776433,927425
-88396,-994068
-118525,645255
91437,-76829
786719,-528699
-915210,-491200
-254146,-394970
-908409,157381
858789,648785
626947,-446719
-815338,691740
540664,-537088
-406543,-754050
-99737,202373
342038,472135
740192,-25038
-775439,-970576
-464958,235736
45373,-378865
-589283,-307040
-516434,-462676
-294644,246761
286612,278966
790165,-807218
10300,-815026
-738397,372216
875500,-998996
838707,-586829
-258561,263732
284828,-760868
842480,23257
385735,314811
-801408,239028
989091,-863152
-887993,-84271
-517243,181342
574924,-799245
87164,-958844
-776889,19110
702314,172497
555154,-900334
483104,158171
426529,-384241
407438,-814471
342145,169046
997862,-535752
-373494,-963381
654342,219094
-248109,46820
-676516,774879
359443,-695143
-373565,-85151
990955,743951
225703,-523889
-62760,-301098
548662,-5924
721811,-511885
-703294,162797
-274832,-65770
178111,-822779
949030,-568916
-288411,822856
722572,252178
72607,-844335
162233,406815
263234,-823414
538258,-275350
-650290,693316
914845,-565136
-211739,510863
-468965,682230
796998,-874646
740802,-38826
507550,342212
-96176,-951411
317642,291937
863272,-745648
-185914,492615
772664,720977
401294,720581
728401,747668
-696660,-408987
808510,375397
-848121,827071
468906,101072
556357,-516946
-663064,-683277
-551004,243662
198479,-683168
464537,-144691
-774403,855018
915612,-616044
585400,935710
758953,-739390
517924,-711452
-525561,94902
998739,573701
-946293,727224
614355,-331850
227633,738976
-910333,811416
-148337,-974142
-269462,697786
810927,979676
-563113,754216
-612672,-272163
72923,-376394
-293500,-895767
752562,895591
-213863,689986
-930112,-667788
-578434,401418
-331093,-610647
903686,191003
-650075,988524
882858,-497845
-809706,-213327
-146839,560118
-809912,57324
-377257,81919
-677152,-29428
137369,614649
-234471,-984976
-219593,197656
131515,-143714
-376654,318822
-593513,-256510
-274828,527079
-55831,545889
600345,-610396
-38675,-998222
544953,-197389
-485761,-75958
-265067,179984
779551,730953
86250,-413204
168981,-923896
-985743,-700266
-761221,971660
985924,-943714
735765,-562112
907592,58771
300669,909155
-916984,-683054
-157188,-572048
-623819,795148
790402,-899836
363484,576173
-794538,-814739
827800,659134
-192084,97245
847616,92285
-798337,774750
-321660,-838926
-658505,67486
-565061,-49778
-884455,-813098
-854386,376453
-518188,98774
-3576,40964
446172,138394
840258,779566
-293283,-875408
457953,863275
73730,-69028
-275142,765941
455986,-65953
-59484,396569
-441305,-673010
231900,-93428
-384953,-318196
-397875,-640320
848624,-459003
-163348,283592
701375,521329
486019,-640061
818023,-505090
95232,251706
444348,-495733
186049,174925
-522454,-109083
920053,-333959
-262112,65645
-36367,-385374
442437,-773252
95944,-848812
-870473,-701249
-273619,-724462
866038,411357
676204,-857825
281186,132260
-630207,364156
-75728,-61293
95411,-194840
-417779,-907001
768135,811882
-192853,757264
-911160,-527381
616991,881238
488281,941266
442872,121406
831727,674803
866880,566129
-429110,-619707
719151,98869
195996,801239
-875222,-759551
-750442,52988
732544,-716465
818409,387943
712444,941614
760923,-596736
-564961,238425
-941685,281443
626087,225541
634918,608277
136144,-330690
-145583,606895
-35406,228399
-57923,942532
993684,-845401
159890,-301049
478620,-266045
-899568,15733
531029,990864
924823,456933
270143,-122249
-45689,935205
-474237,665122
-758289,924869
310226,66668
-454752,162932
-592965,209987
812235,157335
-844652,353248
-648809,570934
-52826,477930
761806,123258
541634,846064
809864,887380
75437,556828
339304,-950778
-500426,55913
445955,127608
309745,-304990
-999069,-880520
559555,31841
-648920,-657741
-501766,-194031
693955,-129143
395050,-812894
-206824,-87250
-959642,-312918
276979,598108
-730582,-453903
56612,-677952
-570462,590431
-346599,771323
-613305,201480
849825,-151596
-554996,58621
473074,383594
